item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,Minimum order quantity,Sell remainder
Spigen Smart Fold iPad 9.7 Variation Parent,,0515UC6UEBF,053CS21983V,11.99,0.0,15/05/2018 09:39:25 MEST,,y,1,,,11.0,,,,B07D34LNZH,,,,,,B07D34LNZH,,,0.0,DEFAULT,Standardvorlage Amazon,Inactive,,
Spigen Slim Armor CS Hülle Kompatibel mit iPhone 8 Plus und Kompatibel mit iPhone 7 Plus,,1125XAMH50M,043CS20526V,,,25/11/2020 10:17:24 MET,,y,1,,,11.0,,,,B01NCSQP20,,,,,,B01NCSQP20,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Thin Fit Hülle Kompatibel mit Apple Watch Serie 9/8/7 41mm - Kristallklar,"Der Thin Fit für die Apple Watch ist für den ultimativen Minimalisten gemacht. Das schlichte Design und die glatte Oberfläche bewahren das klassische Erscheinungsbild der Uhr. Ein starres Äußeres schützt täglich vor Stößen und Dellen, um unerwünschte Kratzer zu vermeiden. Und mit seinem hauchdünnen Rahmen und den präzisen Ausschnitten werden Sie wahrscheinlich vergessen, dass Sie sogar einen Koffer dabei haben. Hüllen Sie Ihre Apple Watch in die schlanke und schlanke Passform.",1203YULDHDK,ACS04187PAN,13.99,,03/12/2021 09:07:35 MET,,y,4,,,11.0,,,,B09L3ZVC8G,,,,,,8809811857726,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Glas.tR Slim Schutzfolie kompatibel mit Samsung Galaxy A34 5G, 2 Stück, Kratzfest, 9H Härte Folie",,0630AHZRNLL,amzn.gr.AGL05967PAN-Sjd67AKdWi756bc_e-LN,14.39,,30/06/2023 10:01:02 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0BWJ5GHZC,,,,,,B0BWJ5GHZC,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Style Ring Handy Ring Phone Griff/Ständer/Halter für alle Handys und Tablets - Gold,"Schnappen Sie sich Ihr Smartphone mit dem Style Ring von Spigen. Tragen Sie es einfach am Finger, nachdem Sie es an Ihrem Telefon oder Etui befestigt haben, um die Gefahr des Herunterfallens Ihres Telefons zu verringern. Seine vielseitigen Eigenschaften dienen auch als Ständer für bequemes Ein- und Aussteigen.",0408Q1Z22KE,000EP20244DEP,18.99,,08/04/2016 14:24:15 MEST,,y,4,,,11.0,,,,B01CKFNKCW,,,,,,8809466643972,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Glas.tR Slim Schutzfolie kompatibel mit Tesla Model 3(2026-2024), Model Y(2026/2025) Für Hinten Display, 8 Zoll, Blendschutz, Anti-Fingerabdruck, 9H Härte Folie",,0124BNQUEXN,AGL07586PAN,26.99,,24/01/2024 04:26:59 MET,,y,4,,,11.0,,,,B0CS1DQPR9,,,,,,8809971225175,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tough Armor Hülle Kompatibel mit iPhone 13 -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0914YT3NGEM,ACS03539PAN,23.99,,14/09/2021 08:00:09 MEST,,y,4,,,11.0,,,,B096H6ZM74,,,,,,8809811852370,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Flex Strap/Phone Grip/Phone Strap/Handy Halter/Handy Griff Kompatibel mit Allen Handys und Tablets - Rose Gold,"Greifen Sie zu - im wahrsten Sinne des Wortes. Der Flex Strap bietet an jedem Telefon einen aufsteckbaren Halt für zusätzliche Sicherheit und Komfort. Es ist so konzipiert, dass es bündig bleibt und jederzeit leicht zu erreichen ist.",0303XTN2PU2,AMP01143DEP,10.99,,04/03/2020 00:41:42 MET,,y,4,,,11.0,,,,B085FX7N14,,,,,,8809710750746,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Glas.tR EZ Fit Schutzfolie für Tesla Model 3(2026-2024) 15.4"", Model Y Standard(2026-2025) 15.4"", Model Y Premium (2025) 15.4"", inkl. Installationsset, Matt,Blendschutz,Anti-Fingerabdruck,9H",,1206FSQ6IM9,amzn.gr.AGL07152PAN-VOWhGvykgJxW8itoh-VG,35.69,,06/12/2025 15:11:58 MET,,y,1,,Geringfügiger Schönheitsfehler an der Ober- oder Vorderseite oder an den Seiten des Artikels. Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,2.0,,,,B0CHV4WP2C,,,,,,B0CHV4WP2C,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Thin Fit Hülle kompatibel mit Apple Watch Serie 6 SE 5 4 40mm - Transparent,"Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",1006YXD9WB5,ACS02815EUP,13.99,,06/10/2021 12:24:38 MEST,,y,4,,,11.0,,,,B08TT2BQB8,,,,,,8809756646089,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Schutzfolie kompatibel mit Xiaomi POCO X3 NFC, POCO X3 Pro, Volle Abdeckung, Kratzfest, 9H Härte Folie",,0414ZW7X78H,AGL02242PAN,13.99,,14/04/2022 08:22:51 MEST,,y,1,,,11.0,,,,B08KQ5JP43,,,,,,B08KQ5JP43,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17e, iPhone 16e, iPhone 14, iPhone 13, iPhone 13 Pro, 2 Stück, Kratzfest, 9H Härte Folie",,0511AIQTKHZ,AGL03385EUP,16.99,,11/05/2023 09:01:46 MEST,,y,1,,,11.0,,,,B095RTJH1M,,,,,,B095RTJH1M,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Samsung Galaxy A71 Liquid Air Variation,,1220VD9ZBTE,ACS00602V,,0.0,20/12/2019 06:28:20 MET,,y,1,,,11.0,,,,B082XT37YN,,,,,,B082XT37YN,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Dual Grip Hülle Kompatibel mit Nintendo Switch 2 2025 Case Zubehör - Schwarz [Nintendo Switch],Slim Protection Design,0402F8HWNUE,ACS09310PAN,19.99,,02/04/2025 02:37:34 MEST,,y,4,,,11.0,,,,B0DQ67JGXW,,,,,,8800283301359,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen NeoFlex Solid Schutzfolie kompatibel mit Samsung Galaxy S21 Plus, 2 Stück, Kratzfest, Wasserinstallation Folie",,0114YHEIL8E,AFL02536PAN,14.99,,14/01/2021 16:03:20 MET,,y,4,,,11.0,,,,B08PDP771Y,,,,,,8809756643583,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche Unterwasser Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Mint",Hochwertiges und vielseitiges Design,0403AB23QHQ,ACS06019PAN,18.99,,03/04/2023 07:00:50 MEST,,y,4,,,11.0,,,,B0BZHVTFBT,,,,,,8809896743679,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Sony Xperia 1 Hülle, [Liquid Crystal] Variation Parent",,0510VCM9X8X,G15CS26202V,,0.0,10/05/2019 10:48:32 MEST,,y,1,,,11.0,,,,B07RP86RW7,,,,,,B07RP86RW7,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Lite Fit Ersatzarmband Kompatibel mit Google Pixel Watch 4/3/2/1 41mm (2025/2024/2023/2022) Nylonband - Schwarz,Slim Design,0801AWGIA78,AMP06348PAN,16.99,,01/08/2023 05:47:41 MEST,,y,4,,,11.0,,,,B0C91HRWZN,,,,,,8809896746649,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tough Armor Pro Entwickelt für Samsung Galaxy Tab S10 + Plus (2024) / S9+ Plus (2023) - Schwarz,,1209BG0CL4R,amzn.gr.ACS06835PAN-iMrIVW5Oh2vuhCnPs-AC,26.99,,09/12/2024 21:48:13 MET,,y,1,,,4.0,,,,B0C4G78WJ8,,,,,,B0C4G78WJ8,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Rugged Armor Hülle Kompatibel mit Apple Watch 11/10 46mm (2025/2024) - Matt Schwarz,,1015B4GJH70,amzn.gr.ACS08597PAN-rbUaAh4RR9IUtCIBZ-VG,12.74,,15/10/2024 10:49:39 MEST,,y,1,,,2.0,,,,B0DCCZ4WD1,,,,,,B0DCCZ4WD1,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Urban Fit Hülle Kompatibel mit MacBook 16 Zoll M5 Pro / M5 Max (2026), M4 / M3 / M2 / M1 Pro/Max Serie (2024/23/21) - Schwarz","Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten",0516ZFAPVO9,ACS04211PAN,41.99,,16/05/2022 11:14:34 MEST,,y,4,,,11.0,,,,B09R2M316X,,,,,,8809811857948,,,,AMAZON_EU,Standardvorlage Amazon,Active,1.0,
Spigen S350 Entwickelt für Apple Watch Ladestation Ständer für 44mm/40mm Serien 6/SE/5/4 und 38mm/42mm Serien 3/2/1 - Volt Schwarz,"Der Apple Watch Stand S350 von Spigen ist komplett aus kratzfreiem TPU gefertigt und bietet ein Minimum an Ästhetik und intelligente Funktionalität. Es verfügt über eine Unterlippe, die Ihre Uhr auf der Seite hält, um Stabilität zu gewährleisten und ein Pendeln der Uhr zu verhindern. Ein exakter Ladeausschnitt sorgt für passgenaue Passgenauigkeit und einfache Handhabung.",1230QU1ORNQ,000CD21184DEP,15.99,,30/12/2016 03:03:39 MET,,y,4,,,11.0,,,,B01MZ2IY3O,,,,,,8809522191881,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Style Ring 360 Handy Ring/Handy Griff/Ständer/Halter für alle Handys und Tablets kompatibel mit Magnetic Car Mount - Rose Gold,"Schnappen Sie sich Ihr Smartphone mit dem Style Ring von Spigen. Tragen Sie es einfach am Finger, nachdem Sie es an Ihrem Telefon oder Etui befestigt haben, um die Gefahr des Herunterfallens Ihres Telefons zu verringern. Seine vielseitigen Eigenschaften dienen auch als Ständer für bequemes Ein- und Aussteigen.",1108ULWXNPT,000SR24436DEPSL,15.99,,08/11/2018 10:36:40 MET,,y,1,,,11.0,,,,B07F2G7MFR,,,,,,B07F2G7MFR,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Slim Armor CS Hülle Kompatibel mit iPhone 14 Pro -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0907ZL1FXGD,ACS04980PAN,22.99,,07/09/2022 07:50:30 MEST,,y,4,,,11.0,,,,B0B1PDP8RJ,,,,,,8809811864779,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Shine Shield Metal Sticker Variation Parent,"So frisch und so sauber, sauber. Der Staubschutz besteht aus einer dünnen Metallschicht und verhindert, dass Staub anhaftet und zurückbleibt. Das schlichte Design macht das Auftragen sehr einfach und verleiht ihm gleichzeitig eine besondere Note. Es lebe Ihre AirPods.",0827VTPITI3,ASD00213V,19.99,0.0,28/08/2019 01:04:15 MEST,,y,1,,,11.0,,,,B07WZQGXJX,,,,,,B07WZQGXJX,,,0.0,DEFAULT,Standardvorlage Amazon,Inactive,,
Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S10e -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0705VLO1KGI,609CS25836DEPSL,13.99,,05/07/2019 05:48:56 MEST,,y,1,,,11.0,,,,B07MCVW825,,,,,,B07MCVW825,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel 9 Pro XL [Made for Google] -Marble Gray,,0911BQFIC47,amzn.gr.ACS07718PAN-DPWeFdrOaiQc0iSDW-LN,13.49,,12/09/2024 00:36:27 MEST,,y,1,,,1.0,,,,B0CVR4RPFX,,,,,,B0CVR4RPFX,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Samsung Galaxy S9 Plus Hülle, [Slim Armor CS] Variation Parent",,0205UY6TV0E,593CS22949V,,0.0,05/02/2018 09:18:33 MET,,y,1,,,11.0,,,,B079L53LGH,,,,,,B079L53LGH,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen Sony Xperia XZ2 Compact Hülle, [Rugged Armor] Variation Parent",,0314UN8I6I2,G12CS23351V,,0.0,14/03/2018 03:52:19 MET,,y,1,,,11.0,,,,B07BFP64RB,,,,,,B07BFP64RB,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Oppo R15 Pro Rugged Armor Variation,,1101VWWBK30,ACS00444V,,0.0,01/11/2019 11:55:50 MET,,y,1,,,11.0,,,,B07ZVSVPGC,,,,,,B07ZVSVPGC,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen Stand Folio Kompatibel mit Samsung Galaxy Tab S4 (10,5 Zoll, 2018) T830 / T835 Hülle - Schwarz",,0205VKU0GBL,598CS24417DEP,7.99,,05/02/2019 02:58:25 MET,,y,4,,,11.0,,,,B07GTCHP8B,,,,,,8809606429923,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Slim Armor CS Hülle Kompatibel mit Google Pixel 7 Pro -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",1006ZJO4OZM,ACS04731PAN,20.99,,06/10/2022 16:08:08 MEST,,y,4,,,11.0,,,,B09YMCD3NS,,,,,,8809811862744,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen AlignMaster Schutzfolie kompatibel mit OnePlus 9, 2 Stück, Positionierhilfe für Einfache Installation, Kratzfest, 9H Härte Folie",,0415YBA6IDQ,AGL02895PAN,15.99,,15/04/2021 05:54:35 MEST,,y,4,,,11.0,,,,B08YR98RCS,,,,,,8809756646812,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,False
"Spigen Glas.tR Slim Schutzfolie kompatibel mit Samsung Galaxy Tab S6 Lite, Hüllenfreundlich, Kristallklar, Kratzfest, 9H Härte Folie",,0415YB7BK3M,AGL01842PAN,18.99,,15/04/2021 04:57:07 MEST,,y,4,,,11.0,,,,B08C2FYRGV,,,,,,8809710757486,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,False
Spigen Ultra Hybrid Entwickelt für Apple Airpods 1 & 2 Hülle Case [LED-Licht sichtbar] - Weiß,"Behalten Sie mit dem Ultra Hybrid den brandneuen Look Ihrer AirPods. Der ikonische zweiteilige Rahmen ist für alle Unebenheiten ausgelegt und verfügt über einen Körper, der ein lang anhaltendes Aussehen behält. Ihre Wahl war noch nie so klar.",0502XU8007H,ASD01301PAN,21.99,,02/05/2020 02:53:07 MEST,,y,4,,,11.0,,,,B087Z5GHC1,,,,,,8809710753044,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Life Klasden Aktentasche für Laptop bis zu 16"" Umhängetasche für Herren Kompatibel mit MacBook Air/Pro, Lenovo IdeaPad/V15 usw. Büro und Geschäftsreise - Schwarz",,0227H5H5349,amzn.gr.AFA09540PAN-RgtJCm88KvfnQbrUm-VG,,,27/02/2026 21:21:15 MET,,y,1,,,,,,,B0F1X82JXV,,,,,,B0F1X82JXV,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Optik Armor Hülle Kompatibel mit Samsung Galaxy A55 5G -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",1025BVH3NOL,ACS07535PAN,20.99,,25/10/2024 03:19:07 MEST,,y,4,,,11.0,,,,B0CQ3S3X5G,,,,,,8809971224482,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Thin Fit Hülle kompatibel mit Apple Watch Serie 6 SE SE2 5 4 44mm - Transparent,"Der Thin Fit für die Apple Watch ist für den ultimativen Minimalisten gemacht. Das schlichte Design und die glatte Oberfläche bewahren das klassische Erscheinungsbild der Uhr. Ein starres Äußeres schützt täglich vor Stößen und Dellen, um unerwünschte Kratzer zu vermeiden. Und mit seinem hauchdünnen Rahmen und den präzisen Ausschnitten werden Sie wahrscheinlich vergessen, dass Sie sogar einen Koffer dabei haben. Hüllen Sie Ihre Apple Watch in die schlanke und schlanke Passform.",0126YIRHUAS,ACS02814PAN,12.99,,26/01/2021 01:25:09 MET,,y,4,,,11.0,,,,B08TT96R2R,,,,,,8809756646072,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Rugged Armor Pro Hülle Kompatibel mit iPad Air 8. M4 (2026) / 7. M3 (2025) / 6. M2 (2024) / 5. (2022) / 4. Generation (2020) 11 Zoll und 10.9 Zoll Case - Schwarz,"Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0904XJRUJCD,ACS02054PAN,27.99,,04/09/2020 19:16:27 MEST,,y,4,,,11.0,,,,B08HGZW3PJ,,,,,,8809710759329,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen iPhone 8/7 [Neo Hybrid 2] Parent,,0801UU3ETDU,054CS22360V,,0.0,01/08/2018 08:13:47 MEST,,y,1,,,11.0,,,,B07G32DFWY,,,,,,B07G32DFWY,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen für iPhone 16 Pro Max Camera Control Button Kamerasteuerung Aktivierte Hülle Ultra Hybrid T MagFit, Kompatibel mit MagSafe Zubehör -Frost Rose Titanium",,0716F8WQVHA,amzn.gr.ACS09069PAN-VpjHUrof1xwh3zMyg-LN,26.09,,16/07/2025 19:32:24 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0DJG5FRS6,,,,,,B0DJG5FRS6,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen DA20 Apple Pencil Stifthalter für Pro und 2. Generation Kompatibel mit iPad Pro 11""/ 13"", iPad Air 11"" /13"" und Anderen iPad-Serien - Schwarz","Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0510Z4A42YT,APP04545PAN,29.99,,10/05/2022 05:02:10 MEST,,y,4,,,11.0,,,,B09V1V34TV,,,,,,8809811860979,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Thin Fit Hülle Kompatibel mit iPhone 11 Pro Max,,1125XAM5SKM,075CS27127V,,,25/11/2020 10:17:24 MET,,y,1,,,11.0,,,,B08P4RWLCF,,,,,,B08P4RWLCF,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
"Spigen wasserdichte Tasche [Aqua Shiela] [2 Stick] Waterproof Bag Sauchtasche IPX8 kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Schwarz",,1108B2HGCIO,amzn.gr.AMP04531PAN-gJjQ97TLCEYVrDmNr-AC,13.49,,08/11/2024 20:19:10 MET,,y,1,,,4.0,,,,B09Y8Y8RTD,,,,,,B09Y8Y8RTD,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Xiaomi Redmi Note 8T Rugged Armor Variation,,0103X9S41SN,ACS00693V,,0.0,03/01/2020 03:24:18 MET,,y,1,,,11.0,,,,B083FCKWPK,,,,,,B083FCKWPK,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Smart Fold 2 Kompatibel mit iPad Pro 12.9 (2018) Hülle - Schwarz,,1210UGQ7Y48,068CS25192DEP,5.99,,11/12/2018 00:09:52 MET,,y,4,,,11.0,,,,B07L61B41C,,,,,,8809613766851,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
