(Parent) ASIN,(Child) ASIN,Title,Sessions - Mobile App,Sessions – Mobile APP – B2B,Sessions - Browser,Sessions – Browser – B2B,Sessions - Total,Sessions – Total – B2B,Session Percentage - Mobile App,Session Percentage – Mobile APP – B2B,Session Percentage - Browser,Session Percentage – Browser – B2B,Session Percentage - Total,Session Percentage – Total – B2B,Page Views - Mobile App,Page Views – Mobile APP – B2B,Page Views - Browser,Page Views – Browser – B2B,Page Views - Total,Page Views – Total – B2B,Page Views Percentage - Mobile App,Page Views Percentage – Mobile App – B2B,Page Views Percentage - Browser,Page Views Percentage – Browser – B2B,Page Views Percentage - Total,Page Views Percentage – Total – B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage – B2B,Units ordered,Units ordered - B2B,Unit session percentage,Unit session percentage - B2B,Ordered product sales,Ordered product sales - B2B,Total order items,Total order items - B2B,report_date
B0G6Y6XB4Z,B0FD28CZDK,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,560,6,408,11,968,17,0.98%,1.27%,1.53%,0.87%,1.15%,0.98%,745,8,545,17,1290,25,0.96%,1.19%,1.54%,0.97%,1.14%,1.03%,99.92%,87.5%,60,2,6.2%,11.76%,761.88,23.54,57,2,20260312
B0CL8GWNLG,B0CL8GWNLG,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 8a -Abyss Green,1,0,2,0,3,0,0.0%,0.0%,0.01%,0.0%,0.01%,0.0%,1,0,4,0,5,0,0.0%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260317
B0DTHJXHY3,B0FVBFXHSW,"Spigen Nano Pop MagFit für Samsung Galaxy S26 Hülle [Zweifarbiges Design] Stylisch Dünn Staubfrei Case Handyhülle, Kompatibel mit MagSafe -Blueberry Navy",119,0,47,1,166,1,0.31%,0.0%,0.27%,0.19%,0.3%,0.13%,195,0,61,3,256,3,0.35%,0.0%,0.26%,0.42%,0.32%,0.28%,100.0%,100.0%,7,0,4.22%,0.0%,167.93,0.0,7,0,20260307
B0BWJ475B1,B0BMF8KRB6,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S23 Ultra, 2 Stück, Phantom Black, Individuelle Kameraprotektion, Anti-Kratzer, 9H Härte Folie",8,0,1,0,9,0,0.02%,0.0%,0.01%,0.0%,0.02%,0.0%,12,0,1,0,13,0,0.02%,0.0%,0.0%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260304
B0FR43NQYR,B0DJG5HLH4,Spigen für iPhone 16 Hülle [Camera Control Button] Kamerasteuerung Aktivierte Case Ultra Hybrid T MagFit [Anti-Yellowing] Kamerabutton Kameraknopf Handyhülle Kompatibel mit MagSafe -Weiß,15,0,11,1,26,1,0.04%,0.0%,0.05%,0.08%,0.05%,0.06%,19,0,14,1,33,1,0.04%,0.0%,0.05%,0.06%,0.04%,0.04%,100.0%,100.0%,2,0,7.69%,0.0%,57.98,0.0,2,0,20260309
B0GQ9MW1XR,B0G877D436,"Spigen Glas.tR EZ Fit Pro Anti-Reflex Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",6,1,11,0,17,1,0.01%,0.21%,0.05%,0.0%,0.02%,0.06%,8,1,17,0,25,1,0.01%,0.16%,0.05%,0.0%,0.02%,0.04%,90.91%,100.0%,1,0,5.88%,0.0%,22.09,0.0,1,0,20260316
B0BTMWWR2L,B0FVB23HNN,"Spigen Tough Armor MagFit für Samsung Galaxy S26 Plus Hülle [XRD-Pad Stoßdämpfung] [Militärgeprüfter Schutz] Case Handyhülle, Kompatibel mit MagSafe –Schwarz",34,0,22,3,56,3,0.09%,0.0%,0.11%,0.24%,0.1%,0.19%,52,0,28,3,80,3,0.1%,0.0%,0.1%,0.17%,0.1%,0.13%,100.0%,100.0%,10,0,17.86%,0.0%,298.71,0.0,10,0,20260309
B0G2PP94TR,B0FVBMVTRH,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,461,2,182,4,643,6,1.34%,0.7%,1.03%,0.39%,1.24%,0.46%,840,5,285,5,1125,10,1.69%,1.3%,1.16%,0.35%,1.51%,0.56%,99.61%,100.0%,80,2,12.44%,33.33%,1810.82,38.6,80,2,20260304
B0DJ1XXWHF,B0DKWKYBLZ,"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz -Matte Black",38,0,33,0,71,0,0.07%,0.0%,0.13%,0.0%,0.09%,0.0%,47,0,38,0,85,0,0.06%,0.0%,0.11%,0.0%,0.08%,0.0%,100.0%,0.0%,6,0,8.45%,0.0%,71.85,0.0,6,0,20260315
B08ML65KPG,B0D21W8ZDB,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Natural Titanium,5,0,1,0,6,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,5,0,1,0,6,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260306
B0DJ1XXWHF,B0FD2HGY7X,"Spigen iPhone 17 Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Navy Blue",32,0,35,2,67,2,0.12%,0.0%,0.24%,0.21%,0.16%,0.16%,42,0,50,3,92,3,0.11%,0.0%,0.24%,0.22%,0.15%,0.17%,100.0%,0.0%,6,0,8.96%,0.0%,95.94,0.0,6,0,20260325
B0DZ6KTTZM,B0BJSB91LK,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Schwarz,38,1,22,2,60,3,0.14%,0.41%,0.15%,0.22%,0.14%,0.26%,56,1,33,2,89,3,0.14%,0.32%,0.17%,0.16%,0.15%,0.2%,100.0%,100.0%,7,0,11.67%,0.0%,111.01,0.0,7,0,20260319
B09Y8NTZ1Y,B09Y8NTZ1Y,"Spigen Armband Dynamic Shield [Ultra-Leicht] Handytasche Joggen Handy Handyhalterung Universal [Schnelltrocknend] Kompatibel mit iPhone, Samsung Galaxy, Google Pixel -Schwarz",26,0,13,0,39,0,0.08%,0.0%,0.07%,0.0%,0.07%,0.0%,53,0,18,0,71,0,0.11%,0.0%,0.07%,0.0%,0.1%,0.0%,100.0%,0.0%,9,0,23.08%,0.0%,134.79,0.0,8,0,20260302
B0DQVMJC9Y,B0DJGSVWFL,Spigen Rugged Armor Hülle Kompatibel mit Xiaomi 14T Pro -Matte Black,7,0,2,0,9,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,9,0,2,0,11,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260313
B0G2PP94TR,B0FVB7135D,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Plus Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,38,0,14,1,52,1,0.11%,0.0%,0.07%,0.11%,0.1%,0.08%,58,0,14,1,72,1,0.12%,0.0%,0.05%,0.07%,0.1%,0.05%,100.0%,100.0%,5,0,9.62%,0.0%,112.57,0.0,5,0,20260302
B0FMQXDRZW,B0D84R9HYW,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro Max, iPhone 16 Pro Max, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar, 9H Härte Folie",175,3,74,7,249,10,0.3%,0.6%,0.31%,0.56%,0.3%,0.57%,236,4,104,9,340,13,0.3%,0.64%,0.32%,0.53%,0.3%,0.56%,99.33%,90.91%,75,4,30.12%,40.0%,1099.36,51.79,69,4,20260313
B0FNCQ632N,B0FD2BY45B,"Spigen iPhone 17 Pro Hülle Nano Pop MagFit [Zweifarbiges Design] Stylisch Dünn Staubfrei Schlank Slim, Kompatibel mit MagSafe Zubehör -Burgundy Bean",26,0,8,1,34,1,0.09%,0.0%,0.05%,0.2%,0.07%,0.12%,28,0,10,1,38,1,0.06%,0.0%,0.05%,0.13%,0.06%,0.09%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260329
B0FS76B5HG,B0C4G6M3YW,Spigen Rugged Armor Pro Hülle Entwickelt für Samsung Galaxy Tab S10 Ultra (2024) / S9 Ultra (2023) / S8 Ultra (2022) - Schwarz,7,0,5,0,12,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,7,0,6,0,13,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260318
B08ML65KPG,B0FD2CC4QZ,"Spigen Schutzhülle für iPhone 17, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Vergilbungsschutz, kein Magnetring, Kristallklar",77,1,52,0,129,1,0.19%,0.35%,0.28%,0.0%,0.22%,0.13%,114,1,116,0,230,1,0.19%,0.23%,0.45%,0.0%,0.27%,0.09%,100.0%,0.0%,28,0,21.71%,0.0%,364.82,0.0,28,0,20260301
B0B6VDJ598,B0B6VDJ598,Spigen Ultra Hybrid Hülle Kompatibel mit Nothing Phone (1) -Space Crystal,7,0,3,0,10,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,7,0,4,0,11,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,1,0,10.0%,0.0%,16.13,0.0,1,0,20260322
B0GQ5PC1QQ,B0FVBPTQT2,"Spigen Ultra Hybrid S MagFit für Samsung Galaxy S26 Ultra Hülle [3 Standmodi Ständer] Case Handyhülle Stoßfest Kratzfest, Kompatibel mit MagSafe -Clear White",61,1,21,0,82,1,0.2%,0.29%,0.13%,0.0%,0.18%,0.11%,110,1,32,0,142,1,0.25%,0.21%,0.15%,0.0%,0.22%,0.08%,100.0%,0.0%,6,0,7.32%,0.0%,178.72,0.0,6,0,20260322
B0D3HJD2GK,B0BJSLGWB1,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S23 5G -Frost Black,4,0,6,0,10,0,0.02%,0.0%,0.04%,0.0%,0.02%,0.0%,8,0,8,0,16,0,0.02%,0.0%,0.04%,0.0%,0.03%,0.0%,100.0%,0.0%,1,0,10.0%,0.0%,16.99,0.0,1,0,20260323
B0CW2G35SQ,B0CW2G35SQ,Spigen Rugged Armor Pro Hülle Kompatibel mit iPad Pro 13 Zoll M5 (2025) / M4 (2024) Chip Robustes Case Auto Schlaf/Wach Funktion Stiftfreundlich - Schwarz,10,1,8,0,18,1,0.03%,0.42%,0.05%,0.0%,0.04%,0.08%,23,1,11,0,34,1,0.05%,0.3%,0.05%,0.0%,0.05%,0.06%,100.0%,100.0%,3,0,16.67%,0.0%,87.21,0.0,3,0,20260317
B0FY5RHDR1,B0D23RDZ3K,Spigen Reisepass Hülle mit RFID-Blockierung und SIM-Karten-Pin Passport Cover aus Kunstleder - Militärgrün,7,0,3,0,10,0,0.03%,0.0%,0.02%,0.0%,0.02%,0.0%,9,0,3,0,12,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,1,0,10.0%,0.0%,21.99,0.0,1,0,20260324
B0D4G43WY2,B0D4G43WY2,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy Watch 7 40mm (2024) - Matt Schwarz,5,0,2,0,7,0,0.02%,0.0%,0.01%,0.0%,0.02%,0.0%,7,0,2,0,9,0,0.02%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,1,0,14.29%,0.0%,15.99,0.0,1,0,20260318
B0G2PP94TR,B0DJ9W4KRX,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Plus Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel –Clear White",10,0,4,0,14,0,0.04%,0.0%,0.03%,0.0%,0.03%,0.0%,19,0,7,0,26,0,0.05%,0.0%,0.04%,0.0%,0.05%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260324
B0DRSW6BCG,B0DJ9VY7B7,"Spigen Ultra Hybrid MagFit Hülle für Samsung Galaxy S25 Plus, Kompatibel mit MagSafe -Zero One Black",11,0,2,0,13,0,0.03%,0.0%,0.01%,0.0%,0.02%,0.0%,15,0,3,0,18,0,0.03%,0.0%,0.01%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260307
B0FR43NQYR,B0D7B143L8,Spigen für iPhone 16 Pro Max Hülle [Kamerasteuerung] Extreme Magnetkraft Ultra Hybrid T MagFit Militärschutz Case Magnetisch Handyhülle Stoßfest Kratzfest Kompatibel mit MagSafe -Weiß,75,1,17,0,92,1,0.14%,0.21%,0.07%,0.0%,0.12%,0.06%,88,1,19,0,107,1,0.12%,0.16%,0.06%,0.0%,0.1%,0.04%,100.0%,100.0%,3,1,3.26%,100.0%,66.27,22.09,3,1,20260316
B0GQ3JJJJ4,B0G7N15XXS,Spigen Lock Fit Hülle Kompatibel mit Samsung Galaxy Buds 4 Pro/Buds 4 (2026) - Matt Schwarz,56,0,28,1,84,1,0.21%,0.0%,0.18%,0.1%,0.2%,0.08%,91,0,56,1,147,1,0.24%,0.0%,0.26%,0.07%,0.25%,0.05%,100.0%,100.0%,9,1,10.71%,100.0%,238.6,22.66,9,1,20260330
B0FQ9GYNQS,B0FC7S6H6S,Spigen für Samsung Galaxy S25 FE Hülle [Anti Vergilbung] Ultra Hybrid MagFit Handyhülle Samsung S25 FE Kompatibel mit MagSafe -Weiß,14,1,11,0,25,1,0.05%,0.38%,0.08%,0.0%,0.06%,0.09%,29,1,12,0,41,1,0.08%,0.3%,0.06%,0.0%,0.07%,0.06%,100.0%,0.0%,4,0,16.0%,0.0%,95.96,0.0,4,0,20260326
B0GJ3G767T,B0B5YH8FZW,Spigen Urban Fit Hülle Case Kompatibel mit MacBook Air 13 Zoll M5 (2026) / M4 / M3 / M2 A2681 (2025/24/22) Kratzfeste Hartschalen aus Premium-Stoff - Schwarz,23,0,20,2,43,2,0.04%,0.0%,0.09%,0.25%,0.06%,0.15%,30,0,30,3,60,3,0.04%,0.0%,0.1%,0.28%,0.06%,0.17%,100.0%,100.0%,5,2,11.63%,100.0%,201.19,72.22,5,2,20260314
B0FMX2LK55,B0F497KNJ9,"Spigen NanoPop MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Black Sesame",12,0,7,1,19,1,0.02%,0.0%,0.03%,0.07%,0.02%,0.05%,28,0,12,1,40,1,0.04%,0.0%,0.03%,0.05%,0.03%,0.04%,100.0%,100.0%,3,0,15.79%,0.0%,63.9,0.0,3,0,20260311
B0FMWZBP8N,B0F49G3MD7,"Spigen Rugged Armor MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Schwarz",20,0,5,0,25,0,0.05%,0.0%,0.03%,0.0%,0.04%,0.0%,28,0,9,0,37,0,0.05%,0.0%,0.04%,0.0%,0.05%,0.0%,100.0%,0.0%,2,0,8.0%,0.0%,38.3,0.0,2,0,20260307
B0C8J3H1LT,B0DJ9SZVBL,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design –Abyss Green",15,0,9,1,24,1,0.06%,0.0%,0.06%,0.11%,0.06%,0.09%,21,0,12,1,33,1,0.06%,0.0%,0.06%,0.07%,0.06%,0.06%,100.0%,100.0%,3,0,12.5%,0.0%,65.97,0.0,3,0,20260320
B08ML65KPG,B0D21XKCNZ,Spigen für iPhone 16 Pro Max Hülle [Anti-Yellowing] Ultra Hybrid Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Frost Black,58,0,14,0,72,0,0.11%,0.0%,0.06%,0.0%,0.09%,0.0%,62,0,21,0,83,0,0.08%,0.0%,0.07%,0.0%,0.08%,0.0%,100.0%,0.0%,1,0,1.39%,0.0%,16.14,0.0,1,0,20260314
B0CNXPTXH3,B0CN8ZNJS2,"Spigen Valentinus Laptoptasche Hülle Tasche 15 15,6 16 Zoll, Leder Laptop Hülle Kompatibel mit MacBook Pro/Air, M1 / M2 / M3 / M4, Dell, Acer, ASUS, Hp, Lenovo, LG Gram usw - Grau",3,1,2,0,5,1,0.01%,0.37%,0.01%,0.0%,0.01%,0.07%,3,1,2,0,5,1,0.01%,0.28%,0.01%,0.0%,0.01%,0.05%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260306
B0FNV7T7LX,B0FMLMGNVQ,"Spigen Glas.tR EZ Fit Optik Pro XL Kameraschutz kompatibel mit iPhone 17 Pro, 1 Stück, Schwarz, Rundumschutz, inklusive Installationskit, Anti-Kratzer, 9H Härte Folie",4,0,2,0,6,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,7,0,5,0,12,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260308
B0DJ1XXWHF,B0D21LMDVW,Spigen für iPhone 16 Hülle [rutschfest] Liquid Air Case Handyhülle Schutzhülle Cover Dünn Slim -Navy Blue,5,0,6,0,11,0,0.02%,0.0%,0.04%,0.0%,0.02%,0.0%,5,0,12,0,17,0,0.01%,0.0%,0.05%,0.0%,0.03%,0.0%,100.0%,0.0%,1,0,9.09%,0.0%,14.9,0.0,1,0,20260318
B0GKNCXGQ8,B0BGJT615B,"Spigen Valentinus MagFit MagSafe Kartenhalter 3-Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",81,0,35,4,116,4,0.14%,0.0%,0.13%,0.29%,0.14%,0.21%,135,0,51,4,186,4,0.17%,0.0%,0.14%,0.21%,0.16%,0.15%,100.0%,100.0%,11,1,9.48%,25.0%,260.87,20.14,10,1,20260311
B0DTHPRNFF,B0DL7G8NHC,"Spigen Parallax MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Purple-ish",10,0,3,0,13,0,0.03%,0.0%,0.02%,0.0%,0.03%,0.0%,13,0,4,0,17,0,0.03%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,2,0,15.38%,0.0%,49.98,0.0,2,0,20260303
B0DG1SFG8D,B0DCCWS7KL,Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Apple Watch 11/10 46mm (2025/2024) - Schwarz,2,0,0,0,2,0,0.01%,0.0%,0.0%,0.0%,0.0%,0.0%,3,0,0,0,3,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260331
B09YMVR3S8,B09YMVR3S8,Spigen Ultra Hybrid Hülle Kompatibel mit Google Pixel 7 -Crystal Clear,2,0,4,0,6,0,0.0%,0.0%,0.01%,0.0%,0.01%,0.0%,3,0,6,0,9,0,0.0%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260310
B08ML65KPG,B09LBR1N59,Spigen Ultra Hybrid für iPhone 13 Pro Hülle [Air Cushion Technologie] Handyhülle iPhone 13 Pro Case Anti-Yellowing Dünn Schutzhülle -Sierra Blue,6,0,6,0,12,0,0.02%,0.0%,0.04%,0.0%,0.03%,0.0%,6,0,7,0,13,0,0.02%,0.0%,0.04%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260327
B0C8J3H1LT,B0DJ9SZVBL,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design –Abyss Green",21,0,14,1,35,1,0.08%,0.0%,0.09%,0.1%,0.08%,0.08%,33,0,20,1,53,1,0.09%,0.0%,0.09%,0.07%,0.09%,0.05%,100.0%,100.0%,4,0,11.43%,0.0%,88.52,0.0,4,0,20260330
B0FCDK3QM1,B0FCDK3QM1,"Spigen Essential Qi2 15W 3-in-1 MagSafe Ladestation, Schnellladung [Touch-Steuerung & 360°-Drehhalterung] für iPhone 17/16 Pro Max 17e, AirPods und MagSafe Hüllen für Samsung Galaxy S26 S25 Ultra Plus",17,0,8,1,25,1,0.04%,0.0%,0.04%,0.09%,0.04%,0.07%,28,0,10,1,38,1,0.05%,0.0%,0.04%,0.07%,0.05%,0.05%,100.0%,100.0%,1,0,4.0%,0.0%,52.99,0.0,1,0,20260306
B0F66H39QT,B0CQ326S9N,Spigen Tough Armor für Samsung Galaxy Xcover 7 Hülle -Black,17,0,20,2,37,2,0.03%,0.0%,0.09%,0.25%,0.05%,0.15%,18,0,23,3,41,3,0.02%,0.0%,0.07%,0.28%,0.04%,0.17%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260314
B086Z855VM,B086R6Z8TL,Spigen Rugged Armor Pro Hülle Kompatibel mit iPad 10.2 Zoll iPad 9./8./7. Generation (2021/2020/2019) - Schwarz,4,0,3,0,7,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,5,0,4,0,9,0,0.01%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,1,0,14.29%,0.0%,25.99,0.0,1,0,20260320
B0CXTCBMJ4,B0CQ43N55R,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy A55 5G -Schwarz,8,0,5,0,13,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,13,0,7,0,20,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,100.0%,0.0%,2,0,15.38%,0.0%,35.69,0.0,2,0,20260322
B0BDVT17LH,B0B9P11R5S,"Spigen O-Mag Handy Ring Halterung Magnetisch für MagSafe, Handy Ständer Magnetic Phone Ring Holder, Kompatibel mit iPhone 17 17e 16 Pro Max Air, Pixel 10 Pro Fold XL, Samsung Galaxy S26 Ultra- Carbon",56,1,28,6,84,7,0.1%,0.19%,0.1%,0.44%,0.1%,0.37%,63,1,39,6,102,7,0.08%,0.15%,0.1%,0.31%,0.09%,0.27%,100.0%,100.0%,1,0,1.19%,0.0%,19.99,0.0,1,0,20260311
B0G6Y6XB4Z,B0FD28CZDK,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,117,2,63,6,180,8,0.45%,0.84%,0.44%,0.69%,0.45%,0.72%,191,3,83,7,274,10,0.52%,0.82%,0.41%,0.52%,0.48%,0.59%,99.6%,88.89%,24,2,13.33%,25.0%,374.29,26.88,24,2,20260320
B0C4G219XJ,B0C4G219XJ,Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Samsung Galaxy Watch 6 Classic 43mm 2023 - Schwarz,2,0,3,0,5,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,2,0,6,0,8,0,0.0%,0.0%,0.02%,0.0%,0.01%,0.0%,37.5%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260309
B07RY67KWY,B07RY67KWY,Spigen Tough Armor Hülle Kompatibel mit Oneplus 7 Pro -Schwarz,1,0,1,0,2,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,1,0,2,0,3,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260329
B0DJ1XXWHF,B0DKGBS22K,"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air MagFit Case Slim TPU mit Truss-Design, Kompatibel mit MagSafe Zubehör -Matte Black",89,0,47,2,136,2,0.23%,0.0%,0.27%,0.39%,0.24%,0.26%,112,0,64,2,176,2,0.2%,0.0%,0.27%,0.28%,0.22%,0.19%,99.38%,50.0%,5,0,3.68%,0.0%,83.72,0.0,5,0,20260307
B0FD2G2GS7,B0FD2G2GS7,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Tough Armor MagFit Case Handyhülle mit Kickstand Kompatibel mit MagSafe –Schwarz,40,0,19,0,59,0,0.11%,0.0%,0.1%,0.0%,0.1%,0.0%,66,0,26,0,92,0,0.12%,0.0%,0.1%,0.0%,0.11%,0.0%,100.0%,0.0%,5,0,8.47%,0.0%,174.85,0.0,5,0,20260305
B0FTL5TH55,B0FGMJ52NB,Spigen Tough Armor IP 4 Stück wasserdichte Hülle Kompatibel mit AirTag 2/1 (2026/2021) Kratzfest Case mit Doppelseitiges Klebeband für Alle Outdoor Aktivitäten - Schwarz,1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260320
